age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,y_no,y_yes
37, 1, 190987, 2, 10, 1, 4, 1, 1, 1, 7298, 0, 40, 1, 1,0
20, 1, 314422, 4, 9, 3, 4, 2, 1, 1, 0, 0, 30, 1, 0,1
29, 5, 273771, 11, 14, 3, 6, 4, 1, 2, 0, 0, 45, 1, 0,1
30, 1, 175083, 4, 9, 2, 11, 4, 1, 2, 0, 0, 52, 1, 0,1
21, 1, 63665, 2, 10, 3, 3, 2, 1, 2, 0, 0, 15, 1, 0,1
24, 5, 193416, 2, 10, 3, 13, 2, 1, 1, 0, 0, 40, 1, 0,1
51, 1, 74275, 4, 9, 1, 8, 3, 1, 2, 0, 0, 40, 1, 0,1
31, 1, 122609, 4, 9, 2, 9, 6, 1, 1, 0, 0, 40, 1, 0,1
45, 1, 225456, 1, 13, 1, 6, 3, 1, 2, 0, 1977, 40, 1, 1,0
36, 5, 116892, 2, 10, 1, 2, 3, 1, 2, 0, 0, 40, 1, 0,1
29, 1, 196971, 1, 13, 3, 6, 2, 1, 1, 0, 0, 72, 1, 0,1
20, 1, 105312, 4, 9, 3, 4, 4, 1, 1, 0, 0, 35, 1, 0,1
46, 1, 108699, 2, 10, 5, 9, 4, 1, 1, 0, 0, 60, 1, 0,1
44, 1, 171615, 4, 9, 1, 11, 3, 1, 2, 0, 0, 45, 1, 0,1
39, 1, 388023, 4, 9, 2, 5, 4, 1, 1, 0, 0, 38, 1, 0,1
39, 1, 181553, 1, 13, 2, 5, 4, 1, 2, 0, 0, 55, 1, 0,1
45, 1, 170850, 4, 9, 1, 8, 3, 1, 2, 0, 0, 44, 1, 1,0
28, 1, 187479, 2, 10, 1, 5, 3, 1, 2, 0, 0, 55, 1, 0,1
44, 1, 277720, 2, 10, 1, 9, 1, 1, 1, 0, 0, 35, 1, 0,1
48, 5, 493862, 4, 9, 1, 5, 3, 5, 2, 7298, 0, 38, 1, 1,0
27, 1, 220754, 4, 9, 3, 9, 4, 1, 1, 0, 0, 70, 1, 0,1
34, 2, 209768, 4, 9, 1, 5, 3, 1, 2, 0, 0, 40, 1, 0,1
35, 1, 93225, 4, 9, 1, 2, 3, 1, 2, 0, 0, 40, 1, 0,1
28, 4, 341709, 4, 9, 3, 2, 4, 1, 2, 0, 0, 40, 1, 0,1
25, 1, 236242, 5, 15, 3, 6, 4, 1, 1, 0, 0, 30, 1, 0,1
21, 1, 121889, 2, 10, 3, 4, 2, 5, 1, 0, 0, 20, 1, 0,1
18, 1, 318190, 3, 7, 3, 3, 2, 1, 2, 0, 0, 15, 1, 0,1
63, 2, 111306, 9, 4, 5, 10, 6, 1, 1, 0, 0, 10, 1, 0,1
18, 1, 198614, 3, 7, 3, 4, 2, 5, 1, 0, 0, 8, 1, 0,1
32, 1, 193231, 4, 9, 1, 2, 3, 1, 2, 0, 0, 40, 1, 0,1
25, 0, 104614, 3, 7, 3, 0, 6, 1, 1, 0, 0, 40, 1, 0,1
19, 1, 172368, 3, 7, 3, 11, 2, 1, 2, 0, 0, 20, 1, 0,1
23, 1, 60331, 2, 10, 3, 11, 4, 1, 2, 0, 0, 60, 1, 0,1
38, 1, 154568, 11, 14, 1, 5, 3, 2, 2, 0, 0, 40, 0, 0,1
36, 1, 192939, 11, 14, 1, 6, 3, 1, 2, 0, 1977, 60, 1, 1,0
43, 1, 138184, 4, 9, 2, 3, 4, 5, 1, 0, 1762, 35, 1, 0,1
45, 1, 238567, 1, 13, 1, 5, 3, 1, 2, 0, 0, 40, 3, 1,0
30, 1, 208068, 4, 9, 1, 2, 3, 4, 2, 0, 0, 40, 21, 0,1
46, 1, 181810, 4, 9, 1, 2, 3, 5, 2, 4064, 0, 40, 1, 0,1
24, 4, 283918, 2, 10, 2, 9, 6, 5, 1, 0, 0, 25, 1, 0,1
42, 1, 107276, 2, 10, 3, 5, 4, 1, 1, 0, 2444, 40, 1, 1,0
23, 1, 37783, 2, 10, 3, 4, 2, 1, 1, 0, 0, 40, 1, 0,1
27, 1, 263552, 4, 9, 3, 9, 4, 1, 2, 0, 0, 50, 1, 0,1
48, 1, 255439, 2, 10, 3, 7, 4, 1, 2, 0, 0, 40, 1, 0,1
31, 3, 344275, 4, 9, 3, 2, 4, 1, 2, 0, 0, 44, 1, 0,1
31, 1, 70568, 12, 2, 3, 3, 5, 1, 1, 0, 0, 25, 37, 0,1
18, 1, 127827, 10, 8, 3, 4, 2, 1, 1, 0, 0, 25, 1, 0,1
36, 1, 185203, 4, 9, 3, 4, 4, 1, 1, 0, 0, 40, 1, 0,1
58, 1, 123436, 1, 13, 1, 5, 3, 1, 2, 7688, 0, 50, 1, 1,0
51, 2, 136322, 4, 9, 1, 10, 3, 1, 2, 0, 1579, 40, 1, 0,1
22, 1, 187052, 4, 9, 3, 9, 2, 1, 1, 0, 0, 40, 1, 0,1
72, 1, 177769, 13, 6, 1, 4, 3, 1, 2, 0, 0, 15, 1, 0,1
61, 1, 68268, 13, 6, 1, 10, 3, 1, 2, 0, 0, 55, 1, 0,1
42, 1, 424855, 2, 10, 1, 8, 3, 1, 2, 3908, 0, 40, 1, 0,1
37, 4, 81853, 4, 9, 2, 6, 6, 2, 1, 0, 0, 40, 0, 0,1
30, 3, 153549, 4, 9, 1, 5, 3, 1, 2, 0, 0, 50, 1, 1,0
40, 1, 271393, 6, 12, 2, 5, 4, 1, 1, 0, 0, 40, 1, 0,1
20, 1, 198148, 4, 9, 3, 9, 2, 1, 2, 0, 0, 40, 1, 0,1
65, 1, 469602, 1, 13, 1, 4, 3, 1, 2, 0, 0, 15, 1, 0,1
36, 1, 163290, 2, 10, 2, 4, 6, 1, 1, 0, 0, 40, 1, 0,1
37, 1, 295949, 4, 9, 3, 8, 4, 1, 2, 0, 0, 40, 1, 0,1
33, 2, 125279, 2, 10, 1, 4, 3, 1, 2, 0, 0, 60, 1, 0,1
64, 5, 182866, 4, 9, 5, 3, 6, 1, 1, 0, 0, 40, 1, 0,1
61, 2, 111563, 1, 13, 1, 10, 3, 1, 2, 0, 0, 20, 1, 1,0
38, 1, 34173, 1, 13, 3, 4, 6, 1, 1, 0, 0, 45, 1, 0,1
27, 1, 183627, 1, 13, 1, 5, 3, 1, 2, 0, 1977, 50, 1, 1,0
24, 1, 197757, 1, 13, 3, 6, 2, 2, 1, 0, 0, 40, 16, 0,1
39, 1, 98941, 1, 13, 3, 6, 4, 1, 2, 0, 0, 40, 1, 1,0
44, 1, 205474, 1, 13, 1, 4, 3, 1, 2, 0, 0, 40, 1, 1,0
47, 1, 206659, 2, 10, 2, 9, 5, 1, 1, 0, 0, 40, 1, 0,1
73, 0, 191394, 5, 15, 1, 0, 3, 1, 2, 0, 0, 40, 1, 0,1
66, 1, 244661, 1, 13, 1, 9, 3, 2, 2, 0, 0, 40, 16, 0,1
53, 1, 47396, 2, 10, 1, 9, 3, 1, 2, 0, 0, 50, 1, 1,0
43, 6, 270721, 1, 13, 1, 5, 3, 1, 2, 0, 0, 55, 1, 1,0
57, 6, 32694, 14, 16, 1, 6, 3, 1, 2, 0, 0, 40, 1, 1,0
44, 1, 171256, 6, 12, 2, 8, 2, 1, 1, 0, 0, 45, 1, 0,1
59, 1, 169982, 1, 13, 1, 5, 3, 1, 2, 0, 2002, 50, 1, 0,1
52, 2, 217210, 4, 9, 5, 3, 5, 5, 1, 0, 0, 40, 1, 0,1
46, 1, 218329, 2, 10, 3, 2, 2, 1, 2, 0, 0, 40, 1, 0,1
20, 1, 386643, 2, 10, 3, 3, 2, 1, 1, 0, 0, 40, 1, 0,1
37, 4, 125933, 4, 9, 1, 9, 3, 1, 2, 0, 0, 40, 1, 1,0
41, 2, 155767, 2, 10, 1, 5, 3, 1, 2, 0, 0, 50, 1, 0,1
39, 4, 432555, 4, 9, 1, 9, 3, 5, 2, 0, 1628, 40, 1, 0,1
30, 1, 54929, 4, 9, 1, 4, 3, 1, 2, 0, 0, 55, 1, 0,1
59, 1, 162136, 2, 10, 2, 8, 4, 1, 2, 0, 0, 56, 1, 0,1
22, 1, 256504, 1, 13, 3, 9, 2, 1, 1, 0, 0, 40, 1, 0,1
40, 1, 162098, 4, 9, 2, 9, 6, 1, 1, 0, 0, 30, 1, 0,1
39, 2, 103110, 1, 13, 1, 6, 3, 1, 2, 0, 0, 50, 1, 0,1
24, 1, 227610, 13, 6, 2, 7, 6, 1, 1, 0, 0, 58, 1, 0,1
63, 1, 176696, 4, 9, 1, 2, 3, 1, 2, 0, 0, 40, 1, 1,0
51, 1, 220019, 6, 12, 2, 6, 4, 1, 1, 0, 0, 40, 1, 0,1
34, 3, 242984, 1, 13, 3, 5, 4, 1, 2, 0, 0, 50, 1, 0,1
38, 1, 187847, 7, 11, 1, 5, 3, 1, 2, 0, 0, 50, 1, 1,0
17, 1, 132636, 3, 7, 3, 4, 2, 1, 1, 0, 0, 15, 1, 0,1
20, 1, 108887, 2, 10, 3, 9, 2, 1, 1, 0, 0, 25, 1, 0,1
42, 2, 195897, 4, 9, 1, 2, 3, 1, 2, 0, 0, 40, 1, 0,1
41, 1, 112181, 1, 13, 1, 4, 1, 1, 1, 0, 0, 12, 1, 1,0
56, 5, 391926, 4, 9, 1, 5, 3, 1, 2, 0, 0, 40, 1, 0,1
17, 1, 195505, 13, 6, 3, 4, 2, 1, 2, 0, 0, 5, 1, 0,1
31, 1, 43819, 1, 13, 1, 6, 1, 1, 1, 7688, 0, 43, 1, 1,0
23, 1, 145389, 2, 10, 1, 4, 1, 1, 1, 0, 0, 40, 1, 0,1
33, 0, 186824, 2, 10, 3, 0, 2, 1, 2, 0, 0, 40, 1, 0,1
36, 5, 101833, 1, 13, 4, 6, 4, 1, 2, 0, 0, 40, 1, 0,1
37, 1, 82283, 15, 3, 1, 3, 3, 2, 2, 0, 0, 40, 0, 0,1
52, 1, 99602, 4, 9, 4, 2, 2, 5, 1, 0, 0, 40, 1, 0,1
28, 1, 213276, 4, 9, 1, 5, 3, 1, 2, 0, 0, 50, 1, 0,1
59, 1, 424468, 4, 9, 1, 2, 3, 1, 2, 0, 0, 40, 0, 0,1
30, 1, 176123, 13, 6, 3, 8, 5, 2, 2, 0, 0, 40, 20, 0,1
32, 1, 38797, 7, 11, 3, 2, 4, 1, 2, 0, 0, 40, 1, 0,1
30, 1, 101859, 9, 4, 3, 2, 4, 1, 2, 0, 0, 50, 1, 0,1
53, 1, 87158, 4, 9, 1, 2, 3, 5, 2, 0, 0, 40, 1, 0,1
54, 2, 205066, 13, 6, 1, 2, 3, 1, 2, 0, 0, 36, 1, 0,1
26, 1, 56929, 1, 13, 3, 5, 4, 5, 2, 0, 0, 50, 0, 0,1
34, 1, 25322, 1, 13, 6, 8, 4, 2, 2, 0, 2339, 40, 0, 0,1
31, 1, 87950, 7, 11, 2, 4, 4, 3, 1, 0, 0, 40, 1, 0,1
34, 1, 150154, 4, 9, 3, 9, 2, 1, 2, 0, 0, 40, 1, 0,1
58, 1, 142076, 4, 9, 2, 1, 4, 1, 2, 4787, 0, 39, 1, 1,0
30, 6, 112139, 4, 9, 1, 13, 3, 1, 2, 0, 0, 40, 1, 0,1
53, 1, 149217, 4, 9, 1, 2, 3, 1, 2, 0, 0, 40, 4, 0,1
27, 1, 189974, 2, 10, 2, 9, 2, 1, 1, 0, 0, 20, 1, 0,1
23, 1, 109199, 15, 3, 1, 7, 3, 1, 2, 0, 0, 40, 21, 0,1
24, 1, 190290, 7, 11, 1, 2, 3, 1, 2, 0, 0, 45, 1, 0,1
36, 1, 189404, 1, 13, 1, 4, 3, 1, 2, 0, 1977, 35, 1, 1,0
33, 4, 428271, 4, 9, 2, 9, 6, 5, 1, 0, 0, 35, 1, 0,1
22, 6, 134192, 2, 10, 3, 1, 2, 1, 1, 0, 0, 10, 1, 0,1
47, 1, 168211, 4, 9, 1, 2, 3, 1, 2, 0, 0, 44, 1, 0,1
34, 1, 277314, 6, 12, 1, 4, 3, 5, 2, 0, 1902, 50, 1, 1,0
44, 4, 316120, 5, 15, 2, 6, 6, 1, 2, 0, 0, 40, 1, 1,0
41, 1, 107276, 7, 11, 3, 6, 4, 1, 1, 0, 0, 45, 1, 0,1
45, 0, 112453, 4, 9, 4, 0, 4, 2, 2, 0, 0, 4, 1, 0,1
24, 1, 346909, 4, 9, 1, 2, 3, 1, 2, 0, 0, 44, 21, 0,1
65, 0, 105017, 1, 13, 1, 0, 3, 1, 2, 0, 0, 40, 1, 0,1
45, 1, 317360, 1, 13, 2, 6, 6, 1, 1, 0, 0, 50, 1, 0,1
23, 1, 189017, 1, 13, 3, 4, 4, 1, 2, 0, 0, 55, 1, 0,1
54, 1, 138179, 4, 9, 1, 8, 3, 1, 2, 0, 0, 40, 1, 0,1
40, 1, 299813, 3, 7, 3, 8, 4, 1, 1, 0, 0, 37, 25, 0,1
45, 1, 265083, 15, 3, 2, 12, 6, 1, 1, 0, 0, 35, 21, 0,1
50, 1, 185846, 4, 9, 1, 4, 3, 1, 2, 0, 0, 40, 1, 0,1
40, 1, 184655, 6, 12, 3, 3, 5, 1, 2, 0, 0, 25, 1, 0,1
24, 1, 200295, 2, 10, 3, 2, 4, 1, 2, 0, 0, 40, 1, 0,1
42, 1, 117319, 4, 9, 1, 2, 3, 1, 2, 0, 1672, 40, 1, 0,1
50, 1, 63000, 2, 10, 1, 4, 3, 1, 2, 0, 0, 60, 1, 1,0
58, 2, 106942, 2, 10, 2, 2, 6, 1, 2, 0, 0, 40, 1, 0,1
47, 1, 52795, 2, 10, 1, 8, 3, 1, 2, 0, 0, 46, 1, 0,1
37, 1, 51264, 14, 16, 1, 6, 3, 1, 2, 0, 0, 99, 24, 1,0
37, 2, 410919, 4, 9, 3, 2, 2, 1, 2, 0, 0, 35, 1, 0,1
22, 1, 105592, 6, 12, 3, 11, 4, 1, 2, 0, 0, 45, 1, 0,1
29, 2, 183151, 4, 9, 1, 11, 3, 1, 2, 0, 0, 48, 1, 0,1
45, 1, 209912, 1, 13, 1, 5, 3, 2, 2, 0, 0, 40, 8, 1,0
49, 2, 275845, 2, 10, 1, 5, 3, 1, 2, 0, 0, 60, 1, 0,1
44, 5, 241851, 7, 11, 1, 11, 3, 1, 2, 4386, 0, 40, 1, 1,0
72, 1, 89299, 4, 9, 2, 3, 4, 1, 1, 0, 0, 16, 1, 0,1
63, 2, 106648, 4, 9, 1, 3, 3, 1, 2, 0, 0, 12, 1, 0,1
26, 1, 58426, 4, 9, 1, 6, 3, 1, 2, 0, 0, 50, 1, 0,1
58, 2, 121912, 7, 11, 1, 2, 3, 1, 2, 0, 0, 42, 1, 0,1
40, 1, 170730, 4, 9, 1, 2, 3, 1, 2, 0, 0, 50, 1, 0,1
56, 1, 257555, 2, 10, 1, 4, 3, 1, 2, 0, 0, 40, 1, 0,1
55, 2, 51499, 2, 10, 1, 10, 3, 1, 2, 0, 0, 72, 1, 0,1
28, 1, 195000, 1, 13, 3, 4, 5, 1, 1, 0, 0, 45, 1, 0,1
57, 1, 108741, 4, 9, 1, 5, 1, 1, 1, 0, 0, 40, 1, 0,1
37, 1, 184964, 11, 14, 2, 5, 4, 1, 2, 0, 0, 45, 1, 1,0
44, 1, 156815, 4, 9, 2, 9, 4, 1, 1, 0, 0, 40, 1, 0,1
31, 1, 49325, 4, 9, 1, 8, 3, 1, 2, 0, 0, 40, 1, 0,1
42, 1, 121718, 2, 10, 1, 9, 3, 1, 2, 0, 0, 40, 6, 0,1
18, 1, 172076, 2, 10, 3, 3, 2, 1, 1, 0, 0, 25, 1, 0,1
57, 2, 327901, 13, 6, 1, 2, 3, 1, 2, 0, 0, 40, 1, 0,1
53, 5, 215990, 2, 10, 1, 3, 3, 1, 2, 0, 0, 35, 1, 0,1
38, 1, 210866, 4, 9, 1, 5, 3, 1, 2, 0, 0, 44, 1, 1,0
33, 1, 322873, 4, 9, 2, 4, 4, 1, 1, 0, 0, 50, 1, 0,1
42, 1, 265698, 11, 14, 2, 6, 6, 1, 1, 0, 0, 40, 1, 0,1
70, 0, 26990, 4, 9, 1, 0, 3, 1, 2, 0, 0, 60, 1, 0,1
50, 1, 177896, 4, 9, 1, 2, 3, 1, 2, 0, 0, 50, 1, 0,1
50, 1, 189107, 4, 9, 1, 8, 3, 1, 2, 0, 0, 40, 1, 0,1
28, 1, 306830, 6, 12, 1, 7, 3, 1, 2, 0, 0, 40, 33, 0,1
72, 4, 39110, 3, 7, 2, 9, 4, 1, 1, 0, 0, 8, 5, 0,1
33, 1, 155475, 4, 9, 1, 4, 3, 1, 2, 0, 0, 40, 1, 0,1
47, 1, 135803, 4, 9, 1, 3, 3, 2, 2, 0, 0, 25, 16, 0,1
48, 1, 117849, 2, 10, 1, 6, 3, 1, 2, 0, 0, 40, 1, 1,0
64, 2, 339321, 1, 13, 1, 6, 3, 1, 2, 0, 0, 24, 1, 1,0
19, 1, 318822, 3, 7, 3, 12, 4, 1, 1, 0, 0, 35, 1, 0,1
48, 1, 174794, 7, 11, 2, 9, 6, 1, 1, 0, 0, 40, 1, 0,1
37, 1, 204277, 4, 9, 1, 8, 3, 1, 2, 0, 1848, 48, 1, 1,0
55, 1, 182460, 4, 9, 1, 2, 3, 1, 2, 15024, 0, 35, 1, 1,0
24, 1, 193920, 11, 14, 3, 12, 4, 1, 1, 0, 0, 45, 0, 0,1
42, 4, 91468, 4, 9, 2, 9, 4, 1, 1, 0, 0, 40, 1, 0,1
43, 1, 106760, 4, 9, 1, 9, 1, 1, 1, 0, 0, 50, 5, 1,0
34, 1, 375680, 6, 12, 3, 2, 2, 5, 1, 0, 0, 40, 1, 0,1
55, 3, 222615, 11, 14, 1, 5, 3, 1, 2, 0, 0, 60, 1, 0,1
22, 1, 190968, 4, 9, 1, 3, 3, 1, 2, 0, 0, 40, 1, 0,1
39, 1, 76767, 2, 10, 2, 9, 4, 1, 1, 0, 0, 60, 1, 0,1
50, 2, 203098, 1, 13, 1, 5, 3, 1, 2, 0, 0, 35, 1, 0,1
47, 5, 162187, 2, 10, 1, 11, 3, 1, 2, 0, 1887, 40, 1, 1,0
25, 1, 242729, 1, 13, 3, 4, 2, 1, 1, 0, 0, 20, 1, 0,1
52, 1, 253784, 3, 7, 2, 3, 6, 1, 1, 0, 0, 20, 1, 0,1
30, 1, 206051, 4, 9, 1, 11, 3, 1, 2, 0, 0, 40, 1, 0,1
37, 2, 181553, 4, 9, 2, 2, 4, 1, 2, 0, 0, 50, 1, 0,1
73, 3, 80986, 4, 9, 1, 4, 3, 1, 2, 0, 0, 20, 1, 0,1
50, 1, 200783, 9, 4, 2, 2, 4, 1, 2, 0, 0, 60, 1, 0,1
34, 1, 42596, 2, 10, 1, 5, 3, 1, 2, 0, 0, 45, 1, 0,1
24, 1, 464502, 6, 12, 3, 4, 4, 5, 2, 0, 0, 40, 0, 0,1
66, 1, 205724, 2, 10, 1, 4, 3, 1, 2, 0, 0, 24, 1, 1,0
22, 1, 446140, 4, 9, 3, 4, 2, 1, 2, 0, 0, 55, 1, 0,1
69, 5, 32287, 13, 6, 1, 11, 3, 1, 2, 0, 0, 25, 1, 0,1
23, 1, 56774, 4, 9, 3, 2, 2, 1, 2, 0, 0, 40, 1, 0,1
55, 1, 308118, 1, 13, 5, 8, 6, 1, 1, 0, 0, 40, 0, 0,1
35, 1, 176279, 2, 10, 5, 9, 6, 1, 1, 0, 0, 30, 1, 0,1
20, 1, 103277, 2, 10, 3, 9, 2, 1, 1, 0, 0, 35, 1, 0,1
70, 3, 225780, 2, 10, 1, 5, 3, 1, 2, 0, 0, 20, 1, 1,0
54, 1, 154728, 7, 11, 1, 1, 3, 1, 2, 7688, 0, 40, 1, 1,0
34, 1, 149943, 4, 9, 3, 3, 4, 2, 2, 0, 0, 40, 9, 0,1
38, 6, 22245, 14, 16, 1, 6, 3, 1, 2, 0, 0, 45, 1, 1,0
33, 1, 93056, 9, 4, 2, 7, 2, 1, 2, 0, 0, 40, 1, 0,1
43, 1, 270522, 4, 9, 4, 3, 4, 1, 1, 0, 0, 26, 1, 0,1
60, 3, 123218, 2, 10, 1, 5, 3, 1, 2, 0, 0, 40, 1, 0,1
81, 2, 123959, 1, 13, 5, 6, 4, 1, 1, 0, 1668, 3, 31, 0,1
32, 2, 103642, 4, 9, 1, 5, 3, 1, 2, 0, 0, 55, 1, 0,1
34, 1, 157747, 4, 9, 1, 11, 3, 1, 2, 0, 0, 45, 1, 0,1
46, 2, 154083, 11, 14, 3, 5, 4, 1, 2, 0, 0, 25, 1, 0,1
30, 6, 23037, 2, 10, 3, 3, 2, 3, 2, 0, 0, 84, 1, 0,1
23, 0, 226891, 4, 9, 3, 0, 5, 2, 1, 0, 0, 20, 11, 0,1
29, 1, 50028, 2, 10, 1, 3, 3, 1, 2, 0, 0, 40, 1, 0,1
51, 1, 138251, 4, 9, 1, 11, 3, 1, 2, 0, 0, 60, 1, 0,1
31, 1, 369825, 9, 4, 3, 7, 5, 1, 2, 0, 0, 25, 1, 0,1
36, 4, 44364, 4, 9, 3, 9, 2, 5, 1, 0, 0, 36, 1, 0,1
23, 1, 230704, 2, 10, 3, 7, 2, 5, 2, 0, 0, 22, 1, 0,1
35, 1, 42044, 4, 9, 1, 8, 3, 1, 2, 0, 0, 30, 1, 0,1
28, 5, 56340, 11, 14, 3, 6, 4, 1, 1, 0, 0, 40, 1, 0,1
33, 6, 156015, 1, 13, 1, 5, 3, 1, 2, 0, 0, 40, 1, 1,0
40, 1, 163434, 2, 10, 1, 7, 3, 1, 2, 0, 0, 40, 1, 0,1
27, 1, 85251, 2, 10, 1, 11, 3, 1, 2, 0, 0, 45, 1, 0,1
38, 3, 187411, 4, 9, 1, 5, 3, 1, 2, 0, 0, 40, 1, 1,0
47, 1, 155124, 7, 11, 2, 6, 4, 1, 1, 0, 1669, 40, 1, 0,1
25, 1, 396633, 2, 10, 1, 9, 1, 5, 1, 0, 0, 56, 1, 1,0
45, 1, 182313, 1, 13, 1, 5, 3, 1, 2, 7688, 0, 50, 1, 1,0
38, 1, 52596, 2, 10, 3, 9, 2, 5, 1, 0, 0, 40, 1, 0,1
66, 0, 260111, 2, 10, 1, 0, 3, 1, 2, 0, 0, 40, 1, 1,0
65, 5, 143570, 2, 10, 3, 6, 4, 5, 1, 0, 0, 40, 1, 0,1
30, 1, 160634, 7, 11, 3, 2, 2, 1, 2, 0, 0, 40, 1, 1,0
54, 1, 29909, 3, 7, 1, 3, 1, 1, 1, 0, 0, 43, 1, 0,1
49, 1, 94215, 10, 8, 2, 8, 4, 1, 1, 0, 0, 40, 1, 0,1
41, 2, 151990, 7, 11, 1, 6, 1, 1, 1, 0, 0, 15, 1, 1,0
48, 4, 188081, 4, 9, 1, 9, 3, 1, 2, 0, 0, 40, 1, 1,0
23, 1, 218445, 15, 3, 3, 12, 6, 1, 1, 0, 0, 12, 21, 0,1
77, 1, 235775, 4, 9, 1, 3, 3, 1, 2, 0, 0, 25, 13, 0,1
19, 1, 98605, 2, 10, 3, 3, 2, 1, 1, 0, 0, 20, 1, 0,1
30, 1, 188398, 4, 9, 6, 9, 4, 1, 1, 0, 0, 30, 1, 0,1
41, 3, 140365, 1, 13, 1, 5, 3, 1, 2, 0, 1902, 55, 1, 1,0
35, 1, 202950, 4, 9, 1, 5, 3, 1, 2, 0, 0, 55, 14, 1,0
20, 1, 218215, 2, 10, 3, 9, 2, 1, 1, 0, 0, 40, 1, 0,1
66, 3, 197816, 1, 13, 1, 5, 3, 1, 2, 10605, 0, 40, 1, 1,0
49, 1, 147002, 4, 9, 3, 2, 6, 1, 1, 0, 0, 40, 4, 0,1
52, 1, 138497, 1, 13, 1, 4, 3, 1, 2, 0, 0, 45, 1, 1,0
24, 1, 57711, 11, 14, 1, 6, 1, 1, 1, 0, 0, 35, 1, 1,0
50, 1, 169925, 4, 9, 1, 2, 3, 1, 2, 0, 0, 15, 1, 0,1
22, 1, 72310, 3, 7, 3, 11, 4, 1, 2, 0, 0, 65, 1, 0,1
19, 1, 170800, 2, 10, 3, 3, 2, 1, 2, 0, 0, 20, 1, 0,1
39, 1, 215095, 3, 7, 3, 6, 6, 1, 1, 0, 0, 30, 4, 0,1
45, 1, 480717, 1, 13, 1, 3, 3, 2, 2, 0, 0, 38, 0, 0,1
61, 5, 34632, 1, 13, 2, 3, 4, 1, 2, 0, 0, 30, 1, 0,1
45, 1, 140664, 6, 12, 2, 11, 4, 1, 2, 0, 0, 55, 1, 0,1
36, 5, 177858, 1, 13, 1, 6, 2, 1, 2, 0, 0, 40, 1, 0,1
40, 1, 160369, 11, 14, 1, 5, 3, 1, 2, 0, 2415, 45, 1, 1,0
38, 1, 129102, 4, 9, 1, 5, 3, 1, 2, 0, 0, 50, 1, 0,1
52, 5, 278522, 2, 10, 1, 11, 3, 5, 2, 0, 0, 40, 1, 0,1
29, 4, 124953, 7, 11, 1, 1, 3, 1, 2, 0, 0, 42, 1, 1,0
33, 1, 63184, 4, 9, 3, 10, 4, 1, 2, 0, 0, 40, 1, 0,1
40, 2, 165815, 2, 10, 3, 2, 2, 1, 2, 0, 0, 40, 1, 0,1
34, 1, 248584, 4, 9, 3, 2, 4, 1, 2, 0, 0, 55, 1, 0,1
46, 5, 226871, 1, 13, 2, 13, 4, 5, 2, 0, 0, 50, 1, 1,0
44, 1, 267717, 11, 14, 1, 2, 3, 1, 2, 15024, 0, 45, 1, 1,0
19, 1, 60367, 4, 9, 3, 3, 2, 1, 1, 0, 0, 13, 1, 0,1
44, 1, 134120, 4, 9, 1, 9, 1, 1, 1, 0, 0, 40, 1, 1,0
40, 1, 95639, 4, 9, 3, 2, 4, 3, 2, 0, 0, 40, 1, 0,1
20, 1, 132053, 2, 10, 3, 6, 2, 1, 1, 0, 0, 2, 1, 0,1
24, 1, 138768, 6, 12, 3, 7, 2, 1, 2, 0, 0, 30, 1, 0,1
76, 1, 203910, 4, 9, 5, 3, 4, 1, 2, 0, 0, 17, 1, 0,1
20, 1, 109952, 4, 9, 1, 1, 5, 1, 2, 0, 0, 40, 1, 0,1
33, 1, 155781, 5, 15, 3, 6, 4, 1, 2, 0, 0, 40, 1, 1,0
31, 1, 49398, 2, 10, 1, 1, 3, 1, 2, 0, 0, 40, 1, 0,1
33, 1, 159303, 4, 9, 2, 3, 6, 1, 1, 0, 0, 40, 1, 0,1
19, 1, 248339, 4, 9, 3, 2, 2, 1, 2, 0, 0, 35, 1, 0,1
29, 1, 190539, 1, 13, 3, 5, 4, 1, 2, 0, 1590, 50, 1, 0,1
30, 1, 183620, 4, 9, 1, 4, 3, 1, 2, 0, 0, 45, 1, 0,1
48, 1, 25468, 11, 14, 2, 5, 4, 1, 2, 99999, 0, 50, 1, 1,0
42, 1, 201495, 1, 13, 1, 5, 3, 1, 2, 0, 0, 40, 1, 0,1
37, 1, 52221, 3, 7, 1, 11, 3, 1, 2, 0, 0, 40, 1, 0,1
54, 3, 96460, 4, 9, 1, 5, 3, 1, 2, 7688, 0, 60, 1, 1,0
42, 1, 325353, 6, 12, 1, 9, 3, 1, 2, 7688, 0, 42, 1, 1,0
28, 2, 176027, 4, 9, 3, 3, 4, 1, 1, 0, 0, 28, 1, 0,1
42, 5, 266135, 2, 10, 1, 13, 3, 1, 2, 0, 0, 52, 1, 1,0
60, 6, 194252, 11, 14, 1, 5, 1, 1, 1, 3103, 0, 40, 1, 1,0
76, 0, 164835, 4, 9, 5, 0, 4, 1, 1, 0, 0, 25, 1, 0,1
21, 1, 363192, 7, 11, 3, 3, 2, 1, 1, 0, 0, 40, 1, 0,1
29, 1, 31360, 2, 10, 3, 10, 2, 1, 2, 0, 0, 40, 1, 0,1
43, 1, 63503, 1, 13, 1, 6, 3, 1, 2, 0, 0, 40, 1, 1,0
